ctime,datname,pid,usesysid,usename,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
1416382519.8082,dbt3,6092,10,mark,psql,,-1,2014-11-19 08:35:19.806533+01,2014-11-19 08:35:19.808203+01,2014-11-19 08:35:19.808203+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV, HEADER);",active,2014-11-19 08:35:19.80821+01
1416382519.8082,dbt3,6078,10,mark,psql,,-1,2014-11-19 08:35:19.80025+01,2014-11-19 08:35:19.803928+01,2014-11-19 08:35:19.803928+01,f,COPY orders FROM '/AXLE/mark/dbt3/dss/orders.tbl' USING DELIMITERS '|';,active,2014-11-19 08:35:19.803932+01
1416382519.8082,dbt3,6079,10,mark,psql,,-1,2014-11-19 08:35:19.800378+01,2014-11-19 08:35:19.804172+01,2014-11-19 08:35:19.804172+01,f,COPY customer FROM '/AXLE/mark/dbt3/dss/customer.tbl' USING DELIMITERS '|';,active,2014-11-19 08:35:19.804175+01
1416382519.8082,dbt3,6080,10,mark,psql,,-1,2014-11-19 08:35:19.800481+01,2014-11-19 08:35:19.804282+01,2014-11-19 08:35:19.804282+01,f,COPY lineitem FROM '/AXLE/mark/dbt3/dss/lineitem.tbl' USING DELIMITERS '|';,active,2014-11-19 08:35:19.804286+01
1416382519.8082,dbt3,6081,10,mark,psql,,-1,2014-11-19 08:35:19.800584+01,2014-11-19 08:35:19.804102+01,2014-11-19 08:35:19.804102+01,f,COPY supplier FROM '/AXLE/mark/dbt3/dss/supplier.tbl' USING DELIMITERS '|';,active,2014-11-19 08:35:19.804105+01
1416382519.8082,dbt3,6097,10,mark,psql,,-1,2014-11-19 08:35:19.80785+01,2014-11-19 08:35:19.809415+01,2014-11-19 08:35:19.809415+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV, HEADER);",active,2014-11-19 08:35:19.809418+01
1416382519.8082,dbt3,6083,10,mark,psql,,-1,2014-11-19 08:35:19.800803+01,2014-11-19 08:35:19.803895+01,2014-11-19 08:35:19.803895+01,f,COPY partsupp FROM '/AXLE/mark/dbt3/dss/partsupp.tbl' USING DELIMITERS '|';,active,2014-11-19 08:35:19.8039+01
1416382519.8082,dbt3,6084,10,mark,psql,,-1,2014-11-19 08:35:19.800899+01,2014-11-19 08:35:19.803905+01,2014-11-19 08:35:19.803905+01,f,COPY part FROM '/AXLE/mark/dbt3/dss/part.tbl' USING DELIMITERS '|';,active,2014-11-19 08:35:19.803909+01
1416382519.8082,dbt3,6096,10,mark,psql,,-1,2014-11-19 08:35:19.807954+01,2014-11-19 08:35:19.809465+01,2014-11-19 08:35:19.809465+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2014-11-19 08:35:19.809468+01
1416382519.8082,dbt3,6093,10,mark,psql,,-1,2014-11-19 08:35:19.806659+01,2014-11-19 08:35:19.8082+01,2014-11-19 08:35:19.8082+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2014-11-19 08:35:19.808207+01
