BEGIN;
BEGIN
select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'ALGERIA'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000100000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'ALGERIA'
		)
order by
	value desc;
 ps_partkey |      value       
------------+------------------
     503996 | 18553550.4788818
     514570 | 18295543.8511353
     159890 | 17944158.8118896
    1316467 | 17924148.0687866
      47477 | 17909564.7156372
    1060307 | 17879338.6791992
     839139 | 17873023.2937012
     535245 | 17449753.8913574
     245022 | 17392207.9790039
      65815 | 17332636.5985107
    1995197 | 17278254.7688599
     726515 | 17219346.0864258
    1489024 | 17172946.3466187
     305274 | 17097704.3604126
     160251 | 16917027.4530029
     497192 | 16909027.4284668
    1428101 |  16788362.406189
     489225 | 16712539.5466309
     105829 | 16628077.2151489
    1644144 | 16576607.3848267
    1557543 |  16521609.586792
    1692531 | 16346434.5639038
     545541 | 16334168.3322754
    1295987 | 16325287.3521729
    1634497 | 16299666.5152588
    1555361 | 16280569.5354004
    1607837 | 16236343.2956543
     495694 | 16226137.1940918
    1741854 |  16222316.244873
     433923 | 16167158.7026367
      11472 | 16138968.6204224
      78441 | 16050222.0484009
     813985 | 16031036.2407837
    1202493 | 15986564.0569458
     818324 |   15937352.44104
     399399 | 15892058.3501587
     616974 | 15882421.2298584
    1153848 | 15808638.7706909
     233765 | 15806233.8111572
    1785492 | 15795765.0664062
     111332 | 15785396.8497314
    1238894 | 15689153.6429443
    1727975 | 15679043.8884888
      76716 | 15664711.7385254
     961256 | 15657500.7963867
     481554 | 15641116.5681763
    1278083 | 15633939.0670776
     407758 | 15572818.4202576
     859501 | 15554332.0790405
    1664185 | 15530161.6519165
     897628 | 15516457.1072998
    1456231 | 15494686.3466187
    1395329 | 15493548.9889526
     975075 | 15442749.1596069
     458571 | 15430782.1740723
     871536 |  15426665.402771
    1926500 | 15426568.3483887
     285128 |  15412048.388855
     731390 | 15401431.9804077
    1006093 | 15389433.6876526
     918236 |  15380913.505127
     458209 | 15378567.8035889
     957198 | 15369604.0777588
    1612575 | 15367646.6729126
    1954366 | 15348178.0957031
     983728 | 15297037.4754639
     567548 | 15291905.1078491
    1127632 | 15277308.3282471
     126694 | 15256671.8685303
    1545800 | 15255067.4940796
      53441 | 15241975.8490448
     213457 | 15235622.4227295
     961538 | 15233676.1447754
    1515294 | 15215552.1171875
    1680635 | 15206457.0999756
    1102313 | 15194579.1203613
    1753836 | 15137269.9414673
    1622861 | 15117678.2177734
     672442 | 15102597.7877197
     638040 |  15081002.828125
    1620120 | 15062785.4570312
     671702 |  15055065.906311
     313223 | 15022220.0425415
     822636 | 15016788.7182617
     112050 |  14988440.696167
     411668 | 14966444.8307495
    1382662 | 14956593.2828979
    1233551 |  14931595.161438
    1085317 | 14926217.5466919
    1785376 | 14914935.3792725
     726988 | 14913548.9162598
     503403 | 14866034.9172363
    1770859 | 14862613.5574951
    1866553 |  14861537.210022
    1468831 | 14851488.2727051
    1492977 | 14827661.3463745
    1107852 |  14810932.373291
    1446819 | 14757341.9976196
     126400 | 14753790.1678467
    1060250 | 14733523.6386719
    1129851 | 14689577.9865112
    1604331 |   14673954.84375
    1760359 | 14665908.9286499
     755568 | 14632325.0664062
     137485 | 14627456.2397461
    1082453 | 14623869.5608521
    1963169 | 14612645.2081909
      24576 | 14606564.3571777
    1150453 | 14605414.4151611
    1825375 | 14598183.2695312
     752162 |  14596071.578186
    1530668 | 14576082.2496338
     195389 | 14565674.6729736
    1613698 | 14541135.2618103
     704653 | 14537807.7525635
     999238 | 14533670.4840088
    1812769 | 14512173.9783936
    1988847 | 14500492.8173828
    1191835 | 14480667.0032959
     320788 | 14480013.0372314
    1831707 |  14471845.302063
      32017 | 14467707.0583496
    1635187 |  14446776.147583
     904230 | 14433174.9465332
     687332 | 14427059.1844482
    1674740 |  14407440.107666
    1919185 | 14394880.6620483
    1464215 | 14394857.3634644
     402600 | 14382734.1137695
     505998 | 14373171.0656128
     168856 | 14370022.4804688
     661690 | 14344186.2036133
    1955091 | 14333293.1065674
     905403 | 14323029.1452026
     184412 |  14307816.506958
     665887 | 14306531.6478271
    1755633 | 14304227.7827148
     706194 | 14295400.9796753
    1376601 | 14283613.0147705
    1711085 |  14269559.269043
     149041 | 14268396.3634033
      68584 | 14267142.5362549
     968398 | 14264399.4584351
     462307 | 14239182.1573486
     443976 | 14238167.9602051
    1455212 |  14224932.697998
     425761 | 14195865.6049805
     137277 |  14185695.462738
     721133 | 14161693.6870117
     526784 | 14153002.1994629
    1997325 |  14152504.919632
    1580252 | 14120382.8823242
    1833304 |  14118345.565918
    1447154 | 14113524.3900146
      60201 | 14107157.8474121
     151401 | 14089875.2835083
    1293698 | 14073057.0917969
     966715 | 14067752.7174072
    1747480 | 14061339.7437744
     647436 | 14046101.2107544
     124734 | 14038903.7073975
    1397809 | 14034457.3375854
    1434384 |  13984686.737793
     852421 | 13979760.3866577
      70476 | 13957032.8950195
     700784 | 13943891.0776978
    1438787 | 13940211.1951904
     805667 | 13926026.7032471
    1366979 | 13924033.1983643
    1959432 | 13923394.3206787
    1201787 | 13914295.3053589
    1476429 | 13908583.5727539
    1003597 | 13897270.0134277
    1497947 | 13895616.1721802
    1463904 | 13893815.9657593
    1526358 | 13883924.1309204
    1814215 | 13883887.7972107
     458494 | 13878839.0041504
    1501403 | 13876948.3466797
     472120 | 13876842.7643433
     356257 | 13875396.9264526
     262720 | 13856612.3158569
    1219582 | 13806903.4350586
     523264 | 13805724.1176758
    1091527 | 13804173.1715088
    1323033 | 13800119.0587158
    1633638 | 13784070.3887329
     148664 | 13766388.7297363
     679743 | 13765589.5272217
     610064 |  13756342.010498
     927149 | 13746326.4694214
    1834367 | 13737883.6867065
     797162 | 13734611.5648193
      40580 | 13664951.5906982
    1763949 | 13664030.4903564
     456789 | 13657689.2626343
     120146 | 13655364.0073242
     645146 | 13653309.8325195
     639415 | 13647517.6352539
    1736194 | 13642325.5231934
    1687753 |  13623166.026062
    1521410 | 13595835.1495361
    1358521 | 13595121.3190308
    1108351 | 13585046.5268555
     949196 | 13580032.1262207
    1908171 |  13571720.979248
     204641 | 13564593.8289795
    1390164 |  13552656.927063
    1775445 | 13532776.2522583
    1504636 | 13519474.0435181
     832684 | 13505831.5428772
    1062674 | 13502813.2159424
      66930 | 13501233.3237305
    1802122 | 13500677.7858887
     838850 | 13498959.3765869
     957945 | 13492283.7098999
    1470779 | 13489709.3310547
    1647547 | 13483620.7324219
     806815 | 13480373.5178223
    1093191 | 13476825.7731934
     302995 | 13476228.5454102
    1409057 | 13456045.6799927
    1461669 | 13452941.5767212
    1167228 | 13448546.4032593
     796430 | 13438710.8179932
     898133 | 13437126.1542969
     736593 | 13420478.4698486
     241053 |  13418549.387085
    1662659 | 13402004.8566895
     175035 |  13401203.556427
     441641 | 13392392.8215332
    1567423 | 13385358.0371094
     953610 | 13363942.8526611
    1875138 | 13349855.2103271
     555083 | 13337574.7207642
    1813178 |  13332732.522644
    1410450 | 13304540.7020264
    1456691 | 13292732.0317383
     814065 | 13291751.4588623
    1446277 | 13265650.5288696
      76276 | 13260630.2196045
     637879 |   13246739.00177
    1578555 | 13243927.4951172
     921552 | 13238074.8586426
    1810438 | 13235102.9043579
     790505 | 13233892.0683594
    1079647 | 13233584.3777466
     288383 | 13230518.4146118
     921085 | 13228567.6546021
      34501 | 13219939.4890137
